#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS,
41,Mar 18 '89,Thunder Bay,ON,CAN,76,215,R,Y,24,ROBERTBORTUZZO,Bortuzzo,Robert,PIT,PIT,D,15,2,2,4,3,10,20.0%,199.4,13.3,292,19.5,0.68,9,2.62,20.0%,20.0%,40.0%, , , , ,0.0,18,14,8,1,1,5.4,4.2,2.4,0.3,0.3,27,6,3,0,0,0,-1.0,189.6,12.6,12.37,33.02,27.3%,2,1,1,2,4,1.27,9,20.0%,20.0%,40.0%, ,,, ,28,30,32.8%,28,26,30.5%,31,34,36.7%,51.8%,6,59,79,71,15.25577397,-0.137,7,2.629,0.671,-1.41,11.5%,.920,932,3.5%,3.23,2.26,28.13,28.46,52.71,55.62,-2.91,10,7,77,81,38,35,49,38,0.61,3.15,2.42,28.35,28.95,51.00,55.60,1.7,26,20,208,219,92,95,125,95,3,1,-2,0.95,0.32,-0.63,1.1,0.1,0.07,5.62,1.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,1,0,0,0,0,1,0,0,8.7,0.6,0.58,6.04,8.8%,0,0,0,0,0,0, ,,, ,0,0,0,7,0,3,3,0,0,0,10,0,7,0,,, ,,0,0,0,0,0,0, ,2,0.4,0.5,1.0,0.07,0.30,4,4.5,0.4,0.8,0.6,0,1.4,0.09,0.42,99,0,0,,,"$525,000",$0,1.4,
14,Feb 08 '89,Calgary,AB,CAN,71,190,L,Y,24,THOMASHICKEY,Hickey,Thomas,NYI,NYI,D,39,1,3,4,9,40,2.5%,657.5,16.9,840,21.5,0.78,12,1.05,3.7%,11.1%,14.8%, , , , ,0.0,27,47,15,17,13,2.5,4.3,1.4,1.6,1.2,8,4,0,0,0,0,4.2,613.9,15.7,15.3,34.44,30.8%,1,1,2,3,4,0.39,12,3.7%,11.1%,14.8%, ,,, ,85,88,33.2%,73,72,27.8%,99,104,39.0%,54.4%,4,200,195,183,15.40128776,-0.128,5,-0.36,3.329,2.632,8.7%,.921,930,0.7%,2.71,1.71,31.37,21.62,58.12,46.25,11.87,27,17,285,198,98,110,135,168,7.73,2.50,2.77,30.02,29.08,56.02,60.48,16.3,56,62,616,589,253,302,401,329,4,2,-2,0.39,0.20,-0.20,1.9,0.0,0.05,4.68,1.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,1,0,0,0,1,1,0,3,41.8,1.1,1.05,3.24,24.5%,0,0,0,0,0,0, ,,, ,0,5,7,29,2,5,15,5,0,0,28,0,24,5,,, ,,0,1,1,0,0,0, ,2,-0.2,2.1,1.9,0.05,0.17,10.5,13.7,10.3,-0.8,3,0,2.3,0.06,0.21,99,0,0,,,"$700,000",$0,1.9,
25,Jul 26 '88,Traverse City,MI,USA,74,205,R,Y,25,ZACHREDMOND,Redmond,Zach,WPG,WPG,D,8,1,3,4,0,13,7.7%,156.6,19.6,188,23.5,0.83,22,8.30,25.0%,75.0%,100.0%, , , , ,0.0,12,8,6,5,1,4.6,3.1,2.3,1.9,0.4,12,5,0,0,0,0,-4.3,133.4,16.7,16.12,33.18,32.7%,0,1,1,2,2,0.90,22,0.0%,66.7%,66.7%, ,,, ,17,14,27.7%,21,10,27.7%,24,26,44.6%,50.0%,4,47,32,41,15.29806142,-1.443,8,-2.305,-0.682,-0.931,4.6%,.900,905,-5.4%,1.40,1.86,30.24,18.61,60.48,40.94,19.54,3,4,62,36,31,22,26,34,18.08,2.26,2.94,27.58,28.93,57.64,59.45,21.3,10,13,112,115,77,54,81,56,5,0,-5,2.25,0.00,-2.25,11.9,1.5,1.45,3.14,31.6%,0,0,0,1,1,5.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,4,1,5,0,0,3,0,0,11.3,1.4,1.35,3.51,27.8%,1,0,0,0,1,0, ,,, ,1,0,3,5,0,1,4,1,0,0,5,1,5,1,,, ,,1,0,0,0,0,0, ,3,0.4,0.3,0.7,0.09,0.27,2.7,2.6,0.4,1,0.2,0,1.2,0.15,0.46,99,0,0,28,Leg,"$737,500","$137,500",0.8,
37,Jan 04 '88,Waltham,MA,USA,73,200,L,Y,25,BRIANSTRAIT,Strait,Brian,NYI,NYI,D,19,0,4,4,4,13,0.0%,325.9,17.2,432,22.7,0.75,8,1.39,0.0%,21.1%,21.1%, , , , ,0.0,33,21,8,6,2,6.1,3.9,1.5,1.1,0.4,10,5,0,0,0,0,-3.4,294.6,15.5,14.95,32.96,31.2%,0,1,3,4,4,0.81,8,0.0%,21.1%,21.1%, ,,, ,45,45,33.8%,32,31,23.7%,64,49,42.5%,58.8%,6,103,96,99,15.73263968,0.682,3,1.077,0.872,0.593,13.3%,.893,906,2.6%,4.01,3.17,30.21,29.57,52.39,52.39,.00,19,15,124,125,52,50,58,53,-1.72,1.63,3.54,26.83,28.17,54.61,56.82,2.2,17,37,263,257,124,134,165,166,5,0,-5,1.02,0.00,-1.02,1.2,0.1,0.06,5.54,1.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,1,0,1,1,0,0,0,0,30.1,1.6,1.58,3.66,30.2%,0,0,0,0,0,0, ,,, ,0,0,9,26,1,8,6,2,0,0,20,0,16,0,,, ,,0,0,0,0,0,0, ,2,0.1,1.0,1.1,0.06,0.20,6.9,7.9,5.2,-0.1,1.5,0,1.4,0.07,0.26,99,0,0,27,Ankle,"$605,000",$0,1.2,
76,Dec 06 '86,Baie-Comeau,QC,CAN,75,234,L,Y,27,PIERRE-CEDRICLABRIE,Labrie,Pierre-Cedric,TBL,TBL,LW,19,2,1,3,2,16,12.5%,162.6,8.6,229,12.1,0.71,16,5.81,50.0%,25.0%,75.0%,4,2,2,50.0%,0.3,40,6,12,5,3,14.8,2.2,4.4,1.8,1.1,30,5,4,0,0,0,-3.3,162.4,8.5,8.52,40.05,17.5%,2,1,0,1,3,1.11,16,50.0%,25.0%,75.0%,4,2,2,50.0%,13,17,22.4%,22,19,30.6%,25,38,47.0%,42.3%,3,57,49,46,14.89674923,-1.276,13,-0.553,-2.422,-7.244,6.3%,.972,979,3.6%,1.48,0.74,23.35,26.69,46.70,50.78,-4.08,4,2,59,70,36,31,34,27,4.38,2.21,3.39,27.05,30.91,52.12,57.88,1.7,28,43,315,349,140,164,178,178,5,2,-3,1.85,0.74,-1.11,0.2,0.0,0.03,4.91,0.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.03,0.0%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,4,0,2,0,,, ,,0,0,0,0,0,0, ,3,0.1,0.2,0.3,0.02,0.11,2.1,2,2,0.4,0.4,0,0.8,0.04,0.30,99,0,0,8,Upper body,"$525,000",$0,0.8,
38,Mar 24 '89,Gentofte,,DNK,78,220,L,Y,24,OLIVERLAURIDSEN,Lauridsen,Oliver,PHI,PHI,D,15,2,1,3,0,14,14.3%,227.0,15.1,326,21.7,0.70,9,2.28,16.7%,8.3%,25.0%, , , , ,0.0,36,24,6,12,0,9.5,6.3,1.6,3.2,0.0,34,7,2,1,0,0,-5.9,214.1,14.3,13.92,33.98,29.1%,2,1,0,1,3,0.84,9,18.2%,9.1%,27.3%, ,,, ,23,31,27.1%,33,43,38.2%,31,38,34.7%,41.5%,2,64,78,66,15.4768344,0.747,1,2.971,2.319,-4.703,11.6%,.881,893,-0.3%,3.16,3.45,27.30,29.02,48.28,60.63,-12.36,11,12,84,89,33,44,66,40,-2.74,3.06,2.47,28.84,32.73,52.15,64.63,0.1,26,21,219,257,89,131,140,109,5,0,-5,1.40,0.00,-1.40,0.3,0.0,0.16,4.95,3.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,1,0,0,0,0,0,1,0,2,0,12.7,0.8,0.8,4.7,14.5%,0,0,0,0,0,0, ,,, ,0,0,1,11,2,3,7,0,0,0,12,0,12,0,,, ,,0,0,2,0,0,0, ,4,0.3,0.5,0.8,0.05,0.21,4.7,5.2,1.7,0.4,0.5,0,0.9,0.06,0.24,30,0,0,,,"$196,970",$0,0.8,
62,Apr 23 '88,St. Louis,MO,USA,75,229,L,Y,25,PATRICKMAROON,Maroon,Patrick,ANA,ANA,LW,13,2,1,3,-1,21,9.5%,127.2,9.8,173,13.3,0.74,14,6.72,50.0%,25.0%,75.0%,14,4,10,28.6%,1.7,22,7,9,0,5,10.4,3.3,4.2,0.0,2.4,10,0,2,0,0,0,1.8,121.6,9.4,9.36,39.8,19.0%,2,1,0,1,3,1.48,14,50.0%,25.0%,75.0%,14,4,10,28.6%,20,30,42.4%,12,17,24.6%,17,22,33.1%,63.3%,14,45,56,28,14.96701908,-0.89,12,-0.791,-2.074,-6.717,7.0%,.925,932,-0.5%,1.97,1.97,28.11,26.13,49.80,58.68,-8.88,4,4,53,49,19,27,39,25,-6.23,2.67,2.55,28.99,29.92,53.34,62.16,-0.1,23,22,227,236,100,114,164,110,0,2,2,0.00,0.99,0.99,5.6,0.4,0.43,3.44,11.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,1,3,3,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,4,0,5,0,,, ,,0,0,0,0,0,0, ,3,0.2,0.1,0.3,0.02,0.14,2.3,2.2,-1.7,0.3,0.1,0,0.5,0.04,0.24,27,0,0,,,"$150,000",$0,0.5,
55,Feb 16 '88,Munich,,DEU,75,205,R,Y,25,KORBINIANHOLZER,Holzer,Korbinian,TOR,TOR,D,22,2,1,3,-12,16,12.5%,407.2,18.5,589,26.8,0.69,14,2.06,18.2%,9.1%,27.3%, , , , ,0.0,61,54,8,15,3,9.0,8.0,1.2,2.2,0.4,28,4,2,0,1,0,1.0,347.7,15.8,15.58,33.06,32.0%,2,1,0,1,3,0.52,14,20.0%,10.0%,30.0%, ,,, ,40,57,25.6%,78,62,36.9%,75,67,37.5%,40.9%,3,112,136,124,16.1951057,1.343,3,2.265,-0.828,-14.146,7.1%,.892,900,-3.6%,1.75,4.20,24.51,39.04,50.06,77.55,-27.48,10,24,130,199,66,98,122,80,-8.98,3.30,2.06,27.31,29.70,55.19,58.49,-24.2,40,25,291,335,156,153,196,182,2,2,0,0.35,0.35,0.00,2.8,0.1,0.13,4.34,2.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,1,0,0,0,0,0,0,56.6,2.6,2.53,2.8,47.5%,0,0,0,0,0,0, ,,, ,1,4,1,31,2,17,18,2,1,0,12,0,28,4,,, ,,0,0,1,0,0,0, ,5,0.1,-0.3,-0.2,-0.01,-0.03,7.3,10.7,-13.5,-0.2,-0.8,0,-1,-0.05,-0.15,49,0,0,,,"$284,596",$0,-1.1,
20,Apr 30 '91,Boxford,MA,USA,75,226,L,Y,22,CHRISKREIDER,Kreider,Chris,NYR,NYR,LW,23,2,1,3,-1,19,10.5%,232.6,10.1,311,13.5,0.75,13,3.31,28.6%,14.3%,42.9%,1, ,1,0.0%,0.0,36,6,9,3,2,9.3,1.5,2.3,0.8,0.5,6,3,0,0,0,0,1.6,216.6,9.4,9.39,39.71,19.1%,2,1,0,1,3,0.83,13,33.3%,16.7%,50.0%,1,0,1,0.0%,27,33,35.5%,20,16,21.3%,36,37,43.2%,62.5%,12,86,73,61,14.97241289,0.048,8,3.055,-1.993,1.765,7.8%,.931,938,0.9%,1.67,1.94,21.39,28.06,39.45,57.23,-17.78,6,7,71,94,27,44,61,38,-19.58,3.09,2.04,33.50,25.23,60.18,52.29,-25.7,47,31,463,353,175,155,257,231,3,5,2,0.83,1.39,0.55,16.0,0.7,0.63,4.57,12.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,1,0,9,2,5,1,1,8,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,7,1,7,0,1,0,0%,0,0,0,0,0,0,0, ,2,-0.1,0.2,0.1,0.00,0.03,4.7,4.2,-2.2,-0.7,0.4,-0.3,-0.6,-0.03,-0.15,64,0,0,4,Ankle,"$444,444","$637,500",-0.8,
25,May 20 '90,Red Deer,AB,CAN,73,204,L,Y,23,MATTFRASER,Fraser,Matt,DAL,DAL,RW/LW,12,1,2,3,0,17,5.9%,141.5,11.8,187,15.6,0.76,13,5.41,25.0%,50.0%,75.0%, , , , ,0.0,13,8,6,2,3,5.5,3.4,2.5,0.8,1.3,0,0,0,0,0,0,2.8,132.4,11.0,11.03,37.97,22.5%,1,1,0,2,3,1.36,13,25.0%,50.0%,75.0%, ,0,0, ,23,18,33.1%,16,18,27.4%,27,22,39.5%,54.7%,7,39,47,31,15.00063664,-0.04,8,0.547,1.868,-1.984,7.8%,.926,934,0.4%,1.81,1.81,23.12,24.48,51.68,48.50,3.17,4,4,47,50,22,26,27,41,4.49,3.56,2.90,25.81,29.23,48.33,55.31,10.2,27,22,169,200,68,91,107,103,0,3,3,0.00,1.36,1.36,9.2,0.8,0.76,4.75,13.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,3,2,3,1,0,2,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0%,0,0,0,0,0,0,0, ,4,0.0,0.1,0.2,0.02,0.08,2.2,2.1,0.2,0.2,0.2,-0.3,0.1,0.01,0.04,37,0,0,,,"$206,178","$25,000",0.1,
15,Feb 23 '94,Chicago,IL,USA,73,215,L,Y,19,STEFANMATTEAU,Matteau,Stefan,NJD,NJD,LW/C,17,1,2,3,-1,22,4.5%,156.2,9.2,225,13.2,0.69,35,13.25,25.0%,50.0%,75.0%,4, ,4,0.0%,0.3,25,1,1,4,5,9.6,0.4,0.4,1.5,1.9,6,3,0,0,0,0,-1.3,155.9,9.2,9.11,36.81,19.8%,1,2,0,2,3,1.15,35,25.0%,50.0%,75.0%,4,0,4,0.0%,25,27,36.1%,16,26,29.2%,29,21,34.7%,55.3%,9,57,61,59,15.54896052,0.466,2,-1.323,-1.702,8.871,5.8%,.926,932,-1.6%,1.55,1.94,26.73,26.34,48.43,46.49,1.94,4,5,65,63,24,16,36,32,-9.62,1.63,1.92,27.13,22.15,52.06,40.46,-9.7,17,20,266,211,120,89,102,140,2,1,-1,0.77,0.38,-0.38,0.3,0.0,0.02,5.72,0.3%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,4,0,5,0,,, ,,0,0,0,0,0,0, ,2,0.0,0.2,0.2,0.01,0.08,3.2,3.1,-0.2,-0.2,0.5,0,0.4,0.02,0.15,57,0,0,,,"$485,076","$82,500",0.1,
59,Feb 04 '92,West Vancouver,BC,CAN,73,180,L,Y,21,MAXREINHART,Reinhart,Maxwell,CGY,CGY,C,11,1,2,3,-3,26,3.8%,158.6,14.4,217,19.7,0.73,16,5.95,12.5%,25.0%,37.5%,91,34,57,37.4%,13.9,8,2,4,0,4,3.0,0.8,1.5,0.0,1.5,4,2,0,0,0,0,-1.3,138.5,12.6,12.51,36.29,25.6%,1,1,0,1,2,0.87,12,20.0%,20.0%,40.0%,79,30,49,38.0%,13,19,27.4%,18,30,41.0%,13,24,31.6%,40.0%,1,53,54,36,15.76943942,0.618,4,-0.454,1.807,-5.313,8.1%,.896,904,-2.4%,2.18,3.05,27.03,29.21,43.60,57.99,-14.39,5,7,57,60,15,27,39,23,-7.22,2.40,2.56,28.41,30.81,50.20,60.12,-4.5,16,17,173,188,67,93,102,78,1,1,0,0.43,0.43,0.00,8.7,0.8,0.79,4.37,15.3%,0,1,0,1,1,6.9,3,0.0%,33.3%,33.3%,6,2,4,33.3%,3,1,7,0,1,0,0,0,0,0,11.4,1.0,1.04,4.23,19.7%,0,0,0,0,0,0,6,2,4,33.3%,0,3,0,6,1,5,4,0,1,0,8,3,11,3,,, ,,0,0,0,0,0,0, ,3,0.0,0.1,0.1,0.01,0.04,2.9,2.7,-1.7,-0.1,0.1,0,0,0.00,0.00,22,0,0,,,"$131,852","$285,000",0.0,
37,Oct 06 '90,Ville Degelis,QC,CAN,69,170,R,Y,23,GABRIELDUMONT,Dumont,Gabriel,MTL,MTL,C,10,1,2,3,1,20,5.0%,96.8,9.7,156,15.6,0.62,31,19.22,50.0%,100.0%,150.0%,46,29,17,63.0%,7.0,21,6,4,0,2,13.0,3.7,2.5,0.0,1.2,13,4,1,0,0,0,-2.2,93.4,9.3,9.5,38.15,19.9%,1,1,1,2,3,1.93,31,50.0%,100.0%,150.0%,44,28,16,63.6%,19,15,32.1%,19,15,32.1%,26,12,35.8%,50.0%,9,49,37,31,15.24793645,-0.507,12,-1.043,-2.957,4.151,3.2%,.967,970,-0.1%,1.26,0.63,39.16,18.95,66.95,44.21,22.74,2,1,60,29,21,15,25,23,17.45,2.83,2.04,34.13,25.79,66.68,45.77,1.8,18,13,199,151,91,40,87,116,3,1,-2,1.93,0.64,-1.29,0.7,0.1,0.07,6.29,1.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,2,0,0,0,0,0,2.8,0.3,0.29,4.34,6.3%,0,0,0,0,0,0,2,1,1,50.0%,0,1,0,0,0,1,1,0,0,0,2,0,2,1,,, ,,0,0,0,0,0,0, ,3,0.2,0.1,0.3,0.03,0.19,1.2,1.6,0.8,0.7,0.3,0,1,0.10,0.62,52,0,0,,,"$300,269",$0,0.9,
42,Apr 23 '90,Toronto,ON,CAN,69,195,L,Y,23,MARKCUNDARI,Cundari,Mark,CGY,CGY,D,4,1,2,3,-2,8,12.5%,79.1,19.8,94,23.5,0.84,3,1.90,33.3%,66.7%,100.0%, , , , ,0.0,15,4,4,4,1,11.4,3.0,3.0,3.0,0.8,2,1,0,0,0,0,0.3,68.8,17.2,17.05,33.48,33.7%,0,0,0,1,1,0.87,0,0.0%,100.0%,100.0%, ,,, ,7,8,26.8%,7,10,30.4%,9,15,42.9%,46.9%,4,20,24,15,15.46211272,-0.241,2,0.552,0.356,-9.26,3.6%,.889,892,-7.5%,0.88,3.52,24.63,31.67,46.63,51.03,-4.40,1,4,27,32,9,13,9,16,6.07,1.34,2.69,19.71,30.47,36.74,73.48,32.3,3,6,41,62,20,41,55,18,1,1,0,0.87,0.87,0.00,6.6,1.7,1.66,1.52,52.2%,1,1,0,1,2,18.1,3,50.0%,50.0%,100.0%, ,,, ,2,0,3,0,1,1,0,6,0,0,3.7,0.9,0.91,4.78,16.0%,0,0,0,0,0,0, ,,, ,0,0,0,0,0,1,1,0,0,0,4,2,4,0,,, ,,1,0,0,0,0,0, ,6,0.4,0.0,0.4,0.10,0.30,0.3,0.3,0,1.2,0,0,1.2,0.30,0.91,8,0,0,,,"$43,547",$0,1.2,
59,Oct 06 '89,Lloydminster,AB,CAN,75,204,L,Y,24,DAVIDDZIURZYNSKI,Dziurzynski,Dave,OTT,OTT,LW/C,12,2,0,2,-1,20,10.0%,150.6,12.5,203,16.9,0.74,0,0.00,66.7%,0.0%,66.7%,4,3,1,75.0%,0.5,29,3,5,2,4,11.6,1.2,2.0,0.8,1.6,13,4,1,0,0,0,-2.3,147.6,12.3,12.23,37.76,24.5%,2,0,0,0,2,0.81,0,66.7%,0.0%,66.7%,3,2,1,66.7%,18,18,27.3%,19,24,32.6%,24,29,40.2%,45.6%,1,52,50,33,16.19065857,1.712,1,1.696,-2.859,6.491,4.4%,.954,958,-0.2%,1.23,1.64,27.80,35.57,47.83,60.51,-12.67,3,4,65,83,21,32,29,28,-16.50,2.12,2.25,29.79,31.38,60.51,58.53,-14.7,16,17,209,220,111,86,119,121,4,2,-2,1.63,0.81,-0.81,2.9,0.2,0.21,3.71,5.4%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,1,1,0,100.0%,0,0,0,1,1,1,0,0,0,0,0.1,0.0,0.01,5.33,0.2%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,3,0,4,0,,, ,,1,0,0,0,0,0, ,3,0.0,0.2,0.2,0.02,0.08,2.3,2.3,-1.5,0,0,0,0,0.00,0.00,39,0,0,7,Concussion,"$236,364",$0,-0.1,
45,Jun 03 '91,Jyväskylä,,FIN,70,180,R,Y,22,SAMIVATANEN,Vatanen,Sami,ANA,ANA,D,8,2,0,2,3,6,33.3%,126.6,15.8,173,21.6,0.73,0,0.00,28.6%,0.0%,28.6%, , , , ,0.0,2,13,1,1,2,0.9,6.2,0.5,0.5,0.9,0,0,0,0,0,0,0.5,105.3,13.2,12.81,35.42,26.6%,1,0,0,0,1,0.57,0,25.0%,0.0%,25.0%, ,,, ,21,20,38.0%,14,14,25.9%,22,17,36.1%,59.4%,7,43,37,37,14.93571229,-1.12,7,-4.877,-2.499,-6.29,8.0%,.977,985,5.7%,2.34,0.59,29.27,25.18,55.04,56.79,-1.76,4,1,46,42,21,22,32,23,-2.69,1.91,1.48,30.28,28.59,58.87,58.23,-2.4,9,7,134,128,52,54,86,83,0,0,0,0.00,0.00,0.00,20.7,2.6,2.58,2.25,53.4%,1,0,0,0,1,2.9,0,33.3%,0.0%,33.3%, ,,, ,3,0,12,2,7,0,2,9,0,0,0.6,0.1,0.07,5.2,1.3%,0,0,0,0,0,0, ,,, ,0,0,0,2,0,0,0,0,0,0,7,3,1,0,,, ,,1,0,0,0,0,0, ,3,0.3,0.5,0.8,0.10,0.38,2.1,1.7,2.7,0.6,0.6,0,1.1,0.14,0.52,27,0,0,2,Foot,"$113,182","$910,000",1.1,
28,Aug 25 '89,Hartford,CT,USA,75,205,L,Y,24,LANEMACDERMID,MacDermid,Lane,DAL,"BOS, DAL",LW,9,2,0,2,1,4,50.0%,41.3,4.6,70,7.8,0.59,0,0.00,100.0%,0.0%,100.0%, , , , ,0.0,13,0,2,1,0,18.9,0.0,2.9,1.5,0.0,19,2,3,0,0,0,-2.1,41.3,4.6,4.59,42.64,9.7%,2,0,0,0,2,2.91,0,100.0%,0.0%,100.0%, ,0,0, ,3,6,24.3%,5,5,27.0%,6,12,48.6%,47.4%,5,15,16,16,13.97774156,-1.627,10,-1.992,-1.987,-1.959,9.5%,.955,964,5.0%,2.90,1.45,30.50,31.95,50.84,59.55,-8.71,2,1,19,21,5,12,7,9,-8.21,2.03,2.66,29.24,29.24,61.91,59.26,-11.4,13,17,174,170,90,84,108,119,2,0,-2,2.91,0.00,-2.91,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,2,0,1,0,,, ,,1,0,0,0,0,0, ,3,0.3,0.1,0.4,0.04,0.58,1.1,1,1.1,0.6,0.2,0,0.8,0.09,1.16,99,0,0,7,Upper body,"$600,000",$0,0.6,
42,May 20 '89,Miramichi,NB,CAN,74,207,L,Y,24,BRADMALONE,Malone,Brad,COL,COL,C,13,1,1,2,-7,10,10.0%,114.3,8.8,178,13.7,0.64,0,0.00,33.3%,33.3%,66.7%,46,22,24,47.8%,6.3,39,3,4,1,6,20.5,1.6,2.1,0.5,3.2,16,3,2,0,0,0,-2.2,110.2,8.5,8.43,39.87,17.5%,1,0,1,1,2,1.09,0,33.3%,33.3%,66.7%,43,20,23,46.5%,12,20,37.2%,13,16,33.7%,11,14,29.1%,52.5%,7,31,42,26,14.19626965,-1.68,14,-2.301,0.589,-2.017,7.3%,.800,807,-12.7%,1.64,5.47,22.45,27.37,49.82,50.92,-1.09,3,10,38,40,22,16,27,28,-2.06,1.85,1.85,31.60,28.36,57.42,54.29,-4.2,16,16,257,229,90,111,113,133,3,1,-2,1.63,0.54,-1.09,0.2,0.0,0.02,5.2,0.4%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,0,0,0,3.8,0.3,0.29,5.54,5.0%,0,0,0,0,0,0,3,2,1,66.7%,0,1,1,1,0,0,2,0,0,0,3,0,11,1,,, ,,1,0,0,0,0,0, ,2,0.0,-0.2,-0.2,-0.02,-0.11,3.4,3.6,-5.8,-0.7,-0.3,0,-1,-0.08,-0.53,32,0,0,,,"$254,545","$87,500",-1.2,
